0.236882,0.129960,0.000000,nan,-0.000000,ovf,0.000003,-0.000000,-0.000000,-0.000000,0.000000,ovf,ovf,ovf,-0.000001,ovf,0.000000,-0.000000
6.990000,6.513762,0.000000,-0.000418,0.101180,0.000000,-0.003069,-0.122694,6.956091,0.040367,0.571742,-103.126579,-0.000200,-0.000403,0.000000,0.000000,0.000000,0.000000
-4.450000,-16.559429,0.000000,0.000188,-0.064414,0.000000,-0.002869,0.081925,-18.017807,0.040770,-0.418758,243.519714,-0.000119,0.003479,0.000000,0.000000,0.000000,0.000000
2.320000,9.799592,0.000000,0.000307,0.033582,0.000000,-0.002749,-0.044503,10.875690,0.037290,0.245624,-136.130157,0.000086,-0.001920,0.000000,0.000000,0.000000,0.000000
6.830000,6.528237,0.000000,0.000715,0.098864,0.000000,-0.002835,-0.138976,7.406661,0.039210,0.817808,-86.954643,-0.000236,0.000569,0.000000,0.000000,0.000000,0.000000
-4.060000,-15.763303,0.000000,0.001314,-0.058769,0.000000,-0.002599,0.090381,-18.337761,0.038641,-0.561196,204.027832,-0.000102,0.002344,0.000000,0.000000,0.000000,0.000000
-1.080000,3.734557,0.000000,-0.001091,-0.015633,0.000000,-0.001896,0.014973,3.763394,0.035235,-0.026731,-145.635147,0.000112,-0.002834,0.000000,0.000000,0.000000,0.000000
0.230000,1.896229,0.000000,-0.001049,0.003329,0.000000,-0.002008,-0.004483,1.910375,0.038069,0.008002,-73.927330,0.000024,-0.001373,0.000000,0.000000,0.000000,0.000000
1.090000,1.244852,0.000000,-0.000673,0.015778,0.000000,-0.002032,-0.017203,1.262445,0.039442,0.041825,-35.873600,-0.000023,-0.000564,0.000000,0.000000,0.000000,0.000000
-1.010000,-3.039755,0.000000,-0.000263,-0.014620,0.000000,-0.002009,0.015430,-3.116904,0.040006,-0.047010,70.679939,-0.000017,0.001212,0.000000,0.000000,0.000000,0.000000
-2.770000,-2.547605,0.000000,0.000049,-0.040096,0.000000,-0.001992,0.044613,-2.643483,0.038794,-0.161748,50.370571,0.000071,0.000514,0.000000,0.000000,0.000000,0.000000
-0.570000,3.184506,0.000000,0.000283,-0.008251,0.000000,-0.002063,0.009860,3.345505,0.038280,-0.041061,-55.501881,0.000090,-0.001163,0.000000,0.000000,0.000000,0.000000
-0.750000,-0.260550,0.000000,0.000614,-0.010856,0.000000,-0.002152,0.013851,-0.281240,0.039443,-0.064546,4.169479,0.000032,-0.000094,0.000000,0.000000,0.000000,0.000000
-7.350000,-9.553517,0.000000,0.000940,-0.106391,0.000000,-0.002184,0.136112,-10.396474,0.039536,-0.695739,140.513565,0.000171,0.000779,0.000000,0.000000,0.000000,0.000000
-3.190000,6.021610,0.000000,0.000991,-0.046175,0.000000,-0.002356,0.063082,6.681108,0.038757,-0.348165,-83.626892,0.000297,-0.002527,0.000000,0.000000,0.000000,0.000000
0.840000,5.833435,0.000000,0.001223,0.012159,0.000000,-0.002652,-0.015484,6.617421,0.041284,0.091118,-77.688911,0.000083,-0.001220,0.000000,0.000000,0.000000,0.000000
